fold	role	resolution	shape_class	operation_index	kind	m	n	k	kernel	stride	selected_route	mean_us
hold-resolution-512	training	480	dense_3x3s1_k72	9	conv_dense	14400	16	72	3x3	1x1	packed-p1-n16	941.813
hold-resolution-512	training	640	dense_3x3s1_k72	9	conv_dense	25600	16	72	3x3	1x1	packed-p1-n16	1654.82
hold-resolution-512	training	384	dense_3x3s1_k144	113	conv_dense	2304	16	144	3x3	1x1	packed-p1-n16	234.595
hold-resolution-512	training	416	dense_3x3s1_k144	113	conv_dense	2704	16	144	3x3	1x1	packed-p1-n16	276.288
hold-resolution-512	training	448	dense_3x3s1_k144	113	conv_dense	3136	16	144	3x3	1x1	packed-p1-n16	323.776
hold-resolution-512	training	480	dense_3x3s1_k144	113	conv_dense	3600	16	144	3x3	1x1	packed-p1-n16	372.618
hold-resolution-512	training	640	dense_3x3s1_k144	113	conv_dense	6400	16	144	3x3	1x1	packed-p1-n16	645.571
hold-resolution-512	training	384	dense_3x3s1_k576	127	conv_dense	2304	16	576	3x3	1x1	packed-p1-n16	826.4
hold-resolution-512	training	416	dense_3x3s1_k576	127	conv_dense	2704	16	576	3x3	1x1	packed-p1-n16	958.38
hold-resolution-512	training	448	dense_3x3s1_k576	127	conv_dense	3136	16	576	3x3	1x1	packed-p1-n16	1123.02
hold-resolution-512	training	480	dense_3x3s1_k576	127	conv_dense	3600	16	576	3x3	1x1	packed-p1-n16	1325.48
hold-resolution-512	training	640	dense_3x3s1_k576	127	conv_dense	6400	16	576	3x3	1x1	packed-p1-n16	2276.33
hold-resolution-512	training	384	dense_3x3s1_k1152	161	conv_dense	576	16	1152	3x3	1x1	packed-p1-n16	470.024
hold-resolution-512	training	416	dense_3x3s1_k1152	161	conv_dense	676	16	1152	3x3	1x1	packed-p1-n16	587.868
hold-resolution-512	training	448	dense_3x3s1_k1152	161	conv_dense	784	16	1152	3x3	1x1	packed-p1-n16	662.867
hold-resolution-512	training	480	dense_3x3s1_k1152	161	conv_dense	900	16	1152	3x3	1x1	packed-p1-n16	757.46
hold-resolution-512	training	640	dense_3x3s1_k1152	161	conv_dense	1600	16	1152	3x3	1x1	packed-p1-n16	1192.78
hold-resolution-512	training	384	dense_3x3s1_k2304	201	conv_dense	144	16	2304	3x3	1x1	packed-p1-n16	229.42
hold-resolution-512	training	416	dense_3x3s1_k2304	201	conv_dense	169	16	2304	3x3	1x1	packed-p1-n16	323.209
hold-resolution-512	training	448	dense_3x3s1_k2304	201	conv_dense	196	16	2304	3x3	1x1	packed-p1-n16	338.247
hold-resolution-512	training	480	dense_3x3s1_k2304	201	conv_dense	225	16	2304	3x3	1x1	packed-p1-n16	401.013
hold-resolution-512	training	640	dense_3x3s1_k2304	201	conv_dense	400	16	2304	3x3	1x1	packed-p1-n16	625.195
hold-resolution-512	training	384	dense_3x3s2_k144	3	conv_dense	9216	32	144	3x3	2x2	p3-segmented-n16	1169.06
hold-resolution-512	training	416	dense_3x3s2_k144	3	conv_dense	10816	32	144	3x3	2x2	p3-segmented-n16	1429.95
hold-resolution-512	training	448	dense_3x3s2_k144	3	conv_dense	12544	32	144	3x3	2x2	p3-segmented-n16	1629.08
hold-resolution-512	training	480	dense_3x3s2_k144	3	conv_dense	14400	32	144	3x3	2x2	p3-segmented-n16	1867.23
hold-resolution-512	training	640	dense_3x3s2_k144	3	conv_dense	25600	32	144	3x3	2x2	p3-segmented-n16	3330.88
hold-resolution-512	training	384	dense_3x3s2_k576	14	conv_dense	2304	64	576	3x3	2x2	p3-segmented-n16	1547.31
hold-resolution-512	training	416	dense_3x3s2_k576	14	conv_dense	2704	64	576	3x3	2x2	p3-segmented-n16	1748.8
hold-resolution-512	training	448	dense_3x3s2_k576	14	conv_dense	3136	64	576	3x3	2x2	p3-segmented-n16	2017.95
hold-resolution-512	training	480	dense_3x3s2_k576	14	conv_dense	3600	64	576	3x3	2x2	p3-segmented-n16	2307.15
hold-resolution-512	training	640	dense_3x3s2_k576	14	conv_dense	6400	64	576	3x3	2x2	p3-segmented-n16	3899.11
hold-resolution-512	training	384	depthwise_c64	128	conv_grouped	2304	64	576	3x3	1x1	depthwise-v2-c8	525.467
hold-resolution-512	training	416	depthwise_c64	128	conv_grouped	2704	64	576	3x3	1x1	depthwise-v2-c8	615.676
hold-resolution-512	training	448	depthwise_c64	128	conv_grouped	3136	64	576	3x3	1x1	depthwise-v2-c8	718.572
hold-resolution-512	training	480	depthwise_c64	128	conv_grouped	3600	64	576	3x3	1x1	depthwise-v2-c8	798.331
hold-resolution-512	training	640	depthwise_c64	128	conv_grouped	6400	64	576	3x3	1x1	depthwise-v2-c8	1414.34
hold-resolution-512	training	384	depthwise_c128	162	conv_grouped	576	128	1152	3x3	1x1	depthwise-v2-c8	281.736
hold-resolution-512	training	416	depthwise_c128	162	conv_grouped	676	128	1152	3x3	1x1	depthwise-v2-c8	328.101
hold-resolution-512	training	448	depthwise_c128	162	conv_grouped	784	128	1152	3x3	1x1	depthwise-v2-c8	378.539
hold-resolution-512	training	480	depthwise_c128	162	conv_grouped	900	128	1152	3x3	1x1	depthwise-v2-c8	428.642
hold-resolution-512	training	640	depthwise_c128	162	conv_grouped	1600	128	1152	3x3	1x1	depthwise-v2-c8	731.832
hold-resolution-512	training	384	depthwise_c80	173	conv_grouped	576	80	720	3x3	1x1	depthwise-v2-c8	171.153
hold-resolution-512	training	416	depthwise_c80	173	conv_grouped	676	80	720	3x3	1x1	depthwise-v2-c8	201.259
hold-resolution-512	training	448	depthwise_c80	173	conv_grouped	784	80	720	3x3	1x1	depthwise-v2-c8	231.056
hold-resolution-512	training	480	depthwise_c80	173	conv_grouped	900	80	720	3x3	1x1	depthwise-v2-c8	266.606
hold-resolution-512	training	640	depthwise_c80	173	conv_grouped	1600	80	720	3x3	1x1	depthwise-v2-c8	464.099
hold-resolution-512	training	384	depthwise_c256	202	conv_grouped	144	256	2304	3x3	1x1	depthwise-v2-c8	147.875
hold-resolution-512	training	416	depthwise_c256	202	conv_grouped	169	256	2304	3x3	1x1	depthwise-v2-c8	182.188
hold-resolution-512	training	448	depthwise_c256	202	conv_grouped	196	256	2304	3x3	1x1	depthwise-v2-c8	197.891
hold-resolution-512	training	480	depthwise_c256	202	conv_grouped	225	256	2304	3x3	1x1	depthwise-v2-c8	239.958
hold-resolution-512	training	640	depthwise_c256	202	conv_grouped	400	256	2304	3x3	1x1	depthwise-v2-c8	389.36
hold-resolution-640	training	384	dense_1x1_k32	5	conv_dense	9216	32	32	1x1	1x1	family-a-weight-stationary-n16	722.751
hold-resolution-640	training	416	dense_1x1_k32	5	conv_dense	10816	32	32	1x1	1x1	family-a-weight-stationary-n16	722.47
hold-resolution-640	training	448	dense_1x1_k32	5	conv_dense	12544	32	32	1x1	1x1	family-a-weight-stationary-n16	842.553
hold-resolution-640	training	480	dense_1x1_k32	5	conv_dense	14400	32	32	1x1	1x1	family-a-weight-stationary-n16	978.911
hold-resolution-640	training	512	dense_1x1_k32	5	conv_dense	16384	32	32	1x1	1x1	family-a-weight-stationary-n16	1352.16
hold-resolution-640	training	384	dense_1x1_k48	12	conv_dense	9216	64	48	1x1	1x1	family-a-weight-stationary-n16	1775.77
hold-resolution-640	training	416	dense_1x1_k48	12	conv_dense	10816	64	48	1x1	1x1	family-a-weight-stationary-n16	1754
hold-resolution-640	training	448	dense_1x1_k48	12	conv_dense	12544	64	48	1x1	1x1	family-a-weight-stationary-n16	2099.16
hold-resolution-640	training	480	dense_1x1_k48	12	conv_dense	14400	64	48	1x1	1x1	family-a-weight-stationary-n16	2341.14
hold-resolution-640	training	512	dense_1x1_k48	12	conv_dense	16384	64	48	1x1	1x1	family-a-weight-stationary-n16	5091.19
hold-resolution-640	training	384	dense_1x1_k256	108	conv_dense	2304	64	256	1x1	1x1	direct-strided-n16	1346.84
hold-resolution-640	training	416	dense_1x1_k256	108	conv_dense	2704	64	256	1x1	1x1	direct-strided-n16	925.01
hold-resolution-640	training	448	dense_1x1_k256	108	conv_dense	3136	64	256	1x1	1x1	direct-strided-n16	1283.54
hold-resolution-640	training	480	dense_1x1_k256	108	conv_dense	3600	64	256	1x1	1x1	direct-strided-n16	1496.24
hold-resolution-640	training	512	dense_1x1_k256	108	conv_dense	4096	64	256	1x1	1x1	direct-strided-n16	7407.95
hold-resolution-640	training	384	dense_1x1_k96	124	conv_dense	2304	64	96	1x1	1x1	direct-strided-n16	538.652
hold-resolution-640	training	416	dense_1x1_k96	124	conv_dense	2704	64	96	1x1	1x1	direct-strided-n16	548.311
hold-resolution-640	training	448	dense_1x1_k96	124	conv_dense	3136	64	96	1x1	1x1	direct-strided-n16	629.82
hold-resolution-640	training	480	dense_1x1_k96	124	conv_dense	3600	64	96	1x1	1x1	direct-strided-n16	719.87
hold-resolution-640	training	512	dense_1x1_k96	124	conv_dense	4096	64	96	1x1	1x1	direct-strided-n16	1368.43
hold-resolution-640	training	384	dense_1x1_n80_k64	133	conv_dense	2304	80	64	1x1	1x1	direct-strided-n16	546.223
hold-resolution-640	training	416	dense_1x1_n80_k64	133	conv_dense	2704	80	64	1x1	1x1	direct-strided-n16	597.185
hold-resolution-640	training	448	dense_1x1_n80_k64	133	conv_dense	3136	80	64	1x1	1x1	direct-strided-n16	694.823
hold-resolution-640	training	480	dense_1x1_n80_k64	133	conv_dense	3600	80	64	1x1	1x1	direct-strided-n16	793.042
hold-resolution-640	training	512	dense_1x1_n80_k64	133	conv_dense	4096	80	64	1x1	1x1	direct-strided-n16	1378.83
hold-resolution-640	training	384	dense_1x1_n80_k80	144	conv_dense	2304	80	80	1x1	1x1	direct-strided-n16	635.6
hold-resolution-640	training	416	dense_1x1_n80_k80	144	conv_dense	2704	80	80	1x1	1x1	direct-strided-n16	656.806
hold-resolution-640	training	448	dense_1x1_n80_k80	144	conv_dense	3136	80	80	1x1	1x1	direct-strided-n16	767.487
hold-resolution-640	training	480	dense_1x1_n80_k80	144	conv_dense	3600	80	80	1x1	1x1	direct-strided-n16	857.203
hold-resolution-640	training	512	dense_1x1_n80_k80	144	conv_dense	4096	80	80	1x1	1x1	direct-strided-n16	1623.17
hold-resolution-640	training	384	dense_1x1_n80_k128	167	conv_dense	576	80	128	1x1	1x1	direct-strided-n16	143.429
hold-resolution-640	training	416	dense_1x1_n80_k128	167	conv_dense	676	80	128	1x1	1x1	direct-strided-n16	179.313
hold-resolution-640	training	448	dense_1x1_n80_k128	167	conv_dense	784	80	128	1x1	1x1	direct-strided-n16	213.451
hold-resolution-640	training	480	dense_1x1_n80_k128	167	conv_dense	900	80	128	1x1	1x1	direct-strided-n16	235.885
hold-resolution-640	training	512	dense_1x1_n80_k128	167	conv_dense	1024	80	128	1x1	1x1	direct-strided-n16	496.625
hold-resolution-640	training	384	dense_1x1_k384	90	conv_dense	576	128	384	1x1	1x1	direct-strided-n16	710.876
hold-resolution-640	training	416	dense_1x1_k384	90	conv_dense	676	128	384	1x1	1x1	direct-strided-n16	680.159
hold-resolution-640	training	448	dense_1x1_k384	90	conv_dense	784	128	384	1x1	1x1	direct-strided-n16	788.442
hold-resolution-640	training	480	dense_1x1_k384	90	conv_dense	900	128	384	1x1	1x1	direct-strided-n16	929.356
hold-resolution-640	training	512	dense_1x1_k384	90	conv_dense	1024	128	384	1x1	1x1	direct-strided-n16	1461.93
hold-resolution-640	training	384	dense_1x1_n80_k256	206	conv_dense	144	80	256	1x1	1x1	direct-strided-n16	58.2615
hold-resolution-640	training	416	dense_1x1_n80_k256	206	conv_dense	169	80	256	1x1	1x1	direct-strided-n16	83.4513
hold-resolution-640	training	448	dense_1x1_n80_k256	206	conv_dense	196	80	256	1x1	1x1	direct-strided-n16	93.4431
hold-resolution-640	training	480	dense_1x1_n80_k256	206	conv_dense	225	80	256	1x1	1x1	direct-strided-n16	97.9786
hold-resolution-640	training	512	dense_1x1_n80_k256	206	conv_dense	256	80	256	1x1	1x1	direct-strided-n16	109.612
hold-resolution-640	training	384	dense_3x3s1_k72	9	conv_dense	9216	16	72	3x3	1x1	packed-p1-n16	600.222
hold-resolution-640	training	416	dense_3x3s1_k72	9	conv_dense	10816	16	72	3x3	1x1	packed-p1-n16	697.94
hold-resolution-640	training	448	dense_3x3s1_k72	9	conv_dense	12544	16	72	3x3	1x1	packed-p1-n16	809.529
hold-resolution-640	training	480	dense_3x3s1_k72	9	conv_dense	14400	16	72	3x3	1x1	packed-p1-n16	941.813
hold-resolution-640	training	512	dense_3x3s1_k72	9	conv_dense	16384	16	72	3x3	1x1	packed-p1-n16	1067.76
hold-resolution-640	training	384	dense_3x3s1_k144	113	conv_dense	2304	16	144	3x3	1x1	packed-p1-n16	234.595
hold-resolution-640	training	416	dense_3x3s1_k144	113	conv_dense	2704	16	144	3x3	1x1	packed-p1-n16	276.288
hold-resolution-640	training	448	dense_3x3s1_k144	113	conv_dense	3136	16	144	3x3	1x1	packed-p1-n16	323.776
hold-resolution-640	training	480	dense_3x3s1_k144	113	conv_dense	3600	16	144	3x3	1x1	packed-p1-n16	372.618
hold-resolution-640	training	512	dense_3x3s1_k144	113	conv_dense	4096	16	144	3x3	1x1	packed-p1-n16	425.832
hold-resolution-640	training	384	dense_3x3s1_k576	127	conv_dense	2304	16	576	3x3	1x1	packed-p1-n16	826.4
hold-resolution-640	training	416	dense_3x3s1_k576	127	conv_dense	2704	16	576	3x3	1x1	packed-p1-n16	958.38
hold-resolution-640	training	448	dense_3x3s1_k576	127	conv_dense	3136	16	576	3x3	1x1	packed-p1-n16	1123.02
hold-resolution-640	training	480	dense_3x3s1_k576	127	conv_dense	3600	16	576	3x3	1x1	packed-p1-n16	1325.48
hold-resolution-640	training	512	dense_3x3s1_k576	127	conv_dense	4096	16	576	3x3	1x1	packed-p1-n16	2294.23
hold-resolution-640	training	384	dense_3x3s1_k1152	161	conv_dense	576	16	1152	3x3	1x1	packed-p1-n16	470.024
hold-resolution-640	training	416	dense_3x3s1_k1152	161	conv_dense	676	16	1152	3x3	1x1	packed-p1-n16	587.868
hold-resolution-640	training	448	dense_3x3s1_k1152	161	conv_dense	784	16	1152	3x3	1x1	packed-p1-n16	662.867
hold-resolution-640	training	480	dense_3x3s1_k1152	161	conv_dense	900	16	1152	3x3	1x1	packed-p1-n16	757.46
hold-resolution-640	training	512	dense_3x3s1_k1152	161	conv_dense	1024	16	1152	3x3	1x1	packed-p1-n16	1178.71
hold-resolution-640	training	384	dense_3x3s1_k2304	201	conv_dense	144	16	2304	3x3	1x1	packed-p1-n16	229.42
hold-resolution-640	training	416	dense_3x3s1_k2304	201	conv_dense	169	16	2304	3x3	1x1	packed-p1-n16	323.209
hold-resolution-640	training	448	dense_3x3s1_k2304	201	conv_dense	196	16	2304	3x3	1x1	packed-p1-n16	338.247
hold-resolution-640	training	480	dense_3x3s1_k2304	201	conv_dense	225	16	2304	3x3	1x1	packed-p1-n16	401.013
hold-resolution-640	training	512	dense_3x3s1_k2304	201	conv_dense	256	16	2304	3x3	1x1	packed-p1-n16	425.867
hold-resolution-640	training	384	dense_3x3s2_k144	3	conv_dense	9216	32	144	3x3	2x2	p3-segmented-n16	1169.06
hold-resolution-640	training	416	dense_3x3s2_k144	3	conv_dense	10816	32	144	3x3	2x2	p3-segmented-n16	1429.95
hold-resolution-640	training	448	dense_3x3s2_k144	3	conv_dense	12544	32	144	3x3	2x2	p3-segmented-n16	1629.08
hold-resolution-640	training	480	dense_3x3s2_k144	3	conv_dense	14400	32	144	3x3	2x2	p3-segmented-n16	1867.23
hold-resolution-640	training	512	dense_3x3s2_k144	3	conv_dense	16384	32	144	3x3	2x2	p3-segmented-n16	2129.12
hold-resolution-640	training	384	dense_3x3s2_k576	14	conv_dense	2304	64	576	3x3	2x2	p3-segmented-n16	1547.31
hold-resolution-640	training	416	dense_3x3s2_k576	14	conv_dense	2704	64	576	3x3	2x2	p3-segmented-n16	1748.8
hold-resolution-640	training	448	dense_3x3s2_k576	14	conv_dense	3136	64	576	3x3	2x2	p3-segmented-n16	2017.95
hold-resolution-640	training	480	dense_3x3s2_k576	14	conv_dense	3600	64	576	3x3	2x2	p3-segmented-n16	2307.15
hold-resolution-640	training	512	dense_3x3s2_k576	14	conv_dense	4096	64	576	3x3	2x2	p3-segmented-n16	3330.93
hold-resolution-640	training	384	depthwise_c64	128	conv_grouped	2304	64	576	3x3	1x1	depthwise-v2-c8	525.467
hold-resolution-640	training	416	depthwise_c64	128	conv_grouped	2704	64	576	3x3	1x1	depthwise-v2-c8	615.676
hold-resolution-640	training	448	depthwise_c64	128	conv_grouped	3136	64	576	3x3	1x1	depthwise-v2-c8	718.572
hold-resolution-640	training	480	depthwise_c64	128	conv_grouped	3600	64	576	3x3	1x1	depthwise-v2-c8	798.331
hold-resolution-640	training	512	depthwise_c64	128	conv_grouped	4096	64	576	3x3	1x1	depthwise-v2-c8	922.95
hold-resolution-640	training	384	depthwise_c128	162	conv_grouped	576	128	1152	3x3	1x1	depthwise-v2-c8	281.736
hold-resolution-640	training	416	depthwise_c128	162	conv_grouped	676	128	1152	3x3	1x1	depthwise-v2-c8	328.101
hold-resolution-640	training	448	depthwise_c128	162	conv_grouped	784	128	1152	3x3	1x1	depthwise-v2-c8	378.539
hold-resolution-640	training	480	depthwise_c128	162	conv_grouped	900	128	1152	3x3	1x1	depthwise-v2-c8	428.642
hold-resolution-640	training	512	depthwise_c128	162	conv_grouped	1024	128	1152	3x3	1x1	depthwise-v2-c8	479.449
hold-resolution-640	training	384	depthwise_c80	173	conv_grouped	576	80	720	3x3	1x1	depthwise-v2-c8	171.153
hold-resolution-640	training	416	depthwise_c80	173	conv_grouped	676	80	720	3x3	1x1	depthwise-v2-c8	201.259
hold-resolution-640	training	448	depthwise_c80	173	conv_grouped	784	80	720	3x3	1x1	depthwise-v2-c8	231.056
hold-resolution-640	training	480	depthwise_c80	173	conv_grouped	900	80	720	3x3	1x1	depthwise-v2-c8	266.606
hold-resolution-640	training	512	depthwise_c80	173	conv_grouped	1024	80	720	3x3	1x1	depthwise-v2-c8	305.211
hold-resolution-640	training	384	depthwise_c256	202	conv_grouped	144	256	2304	3x3	1x1	depthwise-v2-c8	147.875
hold-resolution-640	training	416	depthwise_c256	202	conv_grouped	169	256	2304	3x3	1x1	depthwise-v2-c8	182.188
hold-resolution-640	training	448	depthwise_c256	202	conv_grouped	196	256	2304	3x3	1x1	depthwise-v2-c8	197.891
hold-resolution-640	training	480	depthwise_c256	202	conv_grouped	225	256	2304	3x3	1x1	depthwise-v2-c8	239.958
hold-resolution-640	training	512	depthwise_c256	202	conv_grouped	256	256	2304	3x3	1x1	depthwise-v2-c8	255.108
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	4	384	1x1	1x1	m12n4	116.048
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	8	384	1x1	1x1	m12n8	115.993
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	16	384	1x1	1x1	direct-strided-n16	62.1009
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	24	384	1x1	1x1	direct-strided-n16-live-tail	156.969
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	32	384	1x1	1x1	direct-strided-n16	110.841
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	48	384	1x1	1x1	direct-strided-n16	163.098
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	64	384	1x1	1x1	direct-strided-n16	214.42
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	80	384	1x1	1x1	direct-strided-n16	268.46
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	96	384	1x1	1x1	direct-strided-n16	323.778
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	128	384	1x1	1x1	direct-strided-n16	422.488
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	192	384	1x1	1x1	direct-strided-n16	629.533
channel-tail-direct-measurement	training-only-single-resolution-tail	640	dense_1x1_n_tail_k384	63	conv_dense	400	256	384	1x1	1x1	direct-strided-n16	821.384
